"license","Licensee Information","Business Name:","License Number:","In Business:","Location Address:","City/Town:","State:","Telephone Number:","Trade Name","Address","Town","County","License #","Permissions","Expiration Date","On or Off","latitude","longitude","accuracy","marker-size","marker-color","marker-symbol"
"2082",NA,"MILK ROOM, THE","2082","Yes","934 MAIN STREET","SOUTH WATERBORO","ME","247-4849","MILK ROOM, THE","934 MAIN STREET","SOUTH WATERBORO","YORK","2082","V-M","11/07/2015","OFF",43.5355589,-70.714683,"street_address","small","#4f4","alcohol-shop"
"2084",NA,"VILLAGE VARIETY","2084","Yes","27 FEDERAL ROAD","PARSONSFIELD","ME","625-8417","VILLAGE VARIETY","27 FEDERAL ROAD","PARSONSFIELD","YORK","2084","V-M","07/31/2015","OFF",43.8066949,-70.8828854,"street_address","small","#4f4","alcohol-shop"
"2085",NA,"CVS PHARMACY #805","2085","Yes","335 OCEAN HOUSE ROAD","CAPE ELIZABETH","ME","207-799-8678","CVS PHARMACY #805","335 OCEAN HOUSE ROAD","CAPE ELIZABETH","CUMBERLAND","2085","V-M","06/15/2015","OFF",43.5936424,-70.2276124,"street_address","small","#4f4","alcohol-shop"
"2086",NA,"JUDY'S VARIETY","2086","Yes","876 US ROUTE 2","RUMFORD","ME","364-8984","JUDY'S VARIETY","876 US ROUTE 2","RUMFORD","OXFORD","2086","V-M","02/06/2015","OFF",44.5243862,-70.5472706,"street_address","small","#4f4","alcohol-shop"
"2090",NA,"ARUNDEL MARKET & DELI","2090","Yes","1144 PORTLAND ROAD","ARUNDEL","ME","985-2642","ARUNDEL MARKET & DELI","1144 PORTLAND ROAD","ARUNDEL","YORK","2090","M-V","05/27/2015","OFF",43.407582,-70.5234026,"street_address","small","#4f4","alcohol-shop"
"2100",NA,"NAPLES MARINA","2100","Yes","34 NAPLES MARINA LN","NAPLES","ME","207-693-6254","NAPLES MARINA","34 NAPLES MARINA LN","NAPLES","CUMBERLAND","2100","V-M","05/20/2015","OFF",43.9682302,-70.6021476,"route","small","#4f4","alcohol-shop"
"2101",NA,"NORWAY SMOKE SHOP","2101","Yes","61 MAIN STREET","NORWAY","ME","207-650-8932","NORWAY SMOKE SHOP","61 MAIN STREET","NORWAY","OXFORD","2101","V-M","02/27/2015","OFF",44.201842,-70.530363,"street_address","small","#4f4","alcohol-shop"
"2102",NA,"CVS PHARMACY #374","2102","Yes","449 FOREST AVENUE","PORTLAND","ME","207-772-1920","CVS PHARMACY #374","449 FOREST AVENUE","PORTLAND","CUMBERLAND","2102","V-M","06/27/2015","OFF",43.6668226,-70.2765756,"street_address","small","#4f4","alcohol-shop"
"2103",NA,"BIG APPLE FOOD STORE 1106, THE","2103","Yes","467 MAIN STREET","OXFORD","ME","743-9212","BIG APPLE FOOD STORE 1106, THE","467 MAIN STREET","OXFORD","OXFORD","2103","M-V","10/31/2015","OFF",44.134439,-70.4639064,"street_address","small","#4f4","alcohol-shop"
"2108",NA,"MELBY'S MARKET & EATERY, INC","2108","Yes","927 VALLEY ROAD","WATERFORD","ME","583-4447","MELBY'S MARKET & EATERY, INC","927 VALLEY ROAD","WATERFORD","OXFORD","2108","M-V","10/31/2015","OFF",44.23175,-70.7688518,"street_address","small","#4f4","alcohol-shop"
"2109",NA,"GOLDTHWAITE'S STORE","2109","Yes","3 LESTER B. ORCUTT BLVD","BIDDEFORD POOL","ME","207-284-5000","GOLDTHWAITE'S STORE","3 LESTER B. ORCUTT BLVD","BIDDEFORD POOL","YORK","2109","M-V","05/04/2015","OFF",43.446919,-70.354392,"street_address","small","#4f4","alcohol-shop"
"211",NA,"HAWKS NEST DELI & MARKET, THE","211","Yes","586 QUARRY ROAD","WELLS","ME","207-216-9288","HAWKS NEST DELI & MARKET, THE","586 QUARRY ROAD","WELLS","YORK","211","V-M","09/30/2015","OFF",43.3379608,-70.7049569,"street_address","small","#4f4","alcohol-shop"
"2110",NA,"SHAW'S #7538/464","2110","Yes","770 ROOSEVELT TRAIL","NORTH WINDHAM","ME","207-892-5159","SHAW'S #7538/464","770 ROOSEVELT TRAIL","NORTH WINDHAM","CUMBERLAND","2110","V-M","04/07/2015","OFF",43.8354253,-70.4424985,"street_address","small","#4f4","alcohol-shop"
"2111",NA,"MAINE STREET DEPOT","2111","Yes","845 MAIN STREET","SANFORD","ME","850-1022","MAINE STREET DEPOT","845 MAIN STREET","SANFORD","YORK","2111","V-M","03/04/2015","OFF",43.4421772,-70.7796921,"street_address","small","#4f4","alcohol-shop"
"2115",NA,"PEQUAWKET TRAIL GENERAL STORE","2115","Yes","256 PEQUAWKET TRAIL","EAST BALDWIN","ME","207-787-3645","PEQUAWKET TRAIL GENERAL STORE","256 PEQUAWKET TRAIL","EAST BALDWIN","CUMBERLAND","2115","M-V","08/10/2015","OFF",43.8645864,-70.7948016,"route","small","#4f4","alcohol-shop"
"2117",NA,"GOODWINS MILLS GENERAL STORE","2117","Yes","480 GOODWINS MILLS ROAD","LYMAN","ME","651-6291","GOODWINS MILLS GENERAL STORE","480 GOODWINS MILLS ROAD","LYMAN","YORK","2117","V-M","06/04/2015","OFF",43.507894,-70.5819156,"street_address","small","#4f4","alcohol-shop"
"2121",NA,"BIG APPLE FOOD STORE #1056","2121","Yes","809 ROOSEVELT TRAIL","NORTH WINDHAM","ME","743-9212","BIG APPLE FOOD STORE #1056","809 ROOSEVELT TRAIL","NORTH WINDHAM","CUMBERLAND","2121","M-V","06/29/2015","OFF",43.8407487,-70.443957,"street_address","small","#4f4","alcohol-shop"
"2122",NA,"BIG APPLE FOOD STORE #1102, THE","2122","Yes","1340 ROOSEVELT ROAD","RAYMOND","ME","743-9212","BIG APPLE FOOD STORE #1102, THE","1340 ROOSEVELT ROAD","RAYMOND","CUMBERLAND","2122","M-V","11/19/2015","OFF",43.894748,-70.467511,"street_address","small","#4f4","alcohol-shop"
"2132",NA,"ANDY'S HANDY STORE","2132","Yes","367 MAIN STREET","YARMOUTH","ME","207-846-5608","ANDY'S HANDY STORE","367 MAIN STREET","YARMOUTH","CUMBERLAND","2132","V-M","07/02/2015","OFF",43.803804,-70.193412,"street_address","small","#4f4","alcohol-shop"
"2133",NA,"SAVE-A-LOT","2133","Yes","268 SAINT JOHN STREET","PORTLAND","ME","772-0622","SAVE-A-LOT","268 SAINT JOHN STREET","PORTLAND","CUMBERLAND","2133","V-M","10/21/2015","OFF",43.6514179,-70.2790972,"street_address","small","#4f4","alcohol-shop"
"214",NA,"RITE AID  #4122","214","Yes","365 ALLEN AVENUE","PORTLAND","ME","717-214-8543","RITE AID	#4122","365 ALLEN AVENUE","PORTLAND","CUMBERLAND","214","M-V","09/27/2015","OFF",43.7001114,-70.2871472,"street_address","small","#4f4","alcohol-shop"
"2142",NA,"PINELAND FARMS MARKET & WELCOME CENTER","2142","Yes","15 FARM VIEW DRIVE","NEW GLOUCESTER","ME","207-688-4539","PINELAND FARMS MARKET & WELCOME CENTER","15 FARM VIEW DRIVE","NEW GLOUCESTER","CUMBERLAND","2142","V-M","05/21/2015","OFF",43.9052128,-70.2579315,"route","small","#4f4","alcohol-shop"
"2143",NA,"EDDIES MARKET","2143","Yes","1147 PEQUAWKET TRAIL","STEEP FALLS","ME","207-671-2617","EDDIES MARKET","1147 PEQUAWKET TRAIL","STEEP FALLS","CUMBERLAND","2143","V-M","10/01/2015","OFF",43.7945486,-70.6525102,"street_address","small","#4f4","alcohol-shop"
"2149",NA,"SHAW'S # 7541/467","2149","Yes","91 AUBURN STREET","PORTLAND","ME","207-797-4304","SHAW'S # 7541/467","91 AUBURN STREET","PORTLAND","CUMBERLAND","2149","M-V","04/07/2015","OFF",43.7027404,-70.288338,"street_address","small","#4f4","alcohol-shop"
"215",NA,"HANNAFORD #8358","215","Yes","520 WALDO STREET","RUMFORD","ME","364-3771","HANNAFORD #8358","520 WALDO STREET","RUMFORD","OXFORD","215","V-M","12/30/2015","OFF",44.5551906,-70.5502687,"street_address","small","#4f4","alcohol-shop"
"2150",NA,"HOLLIS LIL'MART #01009","2150","Yes","6 PLAINS ROAD","HOLLIS","ME","207-727-6715","HOLLIS LIL'MART #01009","6 PLAINS ROAD","HOLLIS","YORK","2150","V-M","12/27/2015","OFF",43.6530757,-70.6645312,"street_address","small","#4f4","alcohol-shop"
"2151",NA,"STONY BROOK RECREATION","2151","Yes","3036 MAIN STREET","HANOVER","ME","207-824-2836","STONY BROOK RECREATION","3036 MAIN STREET","HANOVER","OXFORD","2151","V-M","10/28/2015","OFF",44.4874658,-70.7687682,"street_address","small","#4f4","alcohol-shop"
"216",NA,"EXPRESS MART","216","Yes","754 CONGRESS STREET","PORTLAND","ME","207-772-0560","EXPRESS MART","754 CONGRESS STREET","PORTLAND","CUMBERLAND","216","M-V","10/30/2015","OFF",43.6531125,-70.2709514,"street_address","small","#4f4","alcohol-shop"
"2162",NA,"RITE AID #4146","2162","Yes","19  PORTLAND ROAD","BRIDGTON","ME","171-214-8543","RITE AID #4146","19  PORTLAND ROAD","BRIDGTON","CUMBERLAND","2162","M-V","09/09/2015","OFF",44.0526521,-70.7020053,"street_address","small","#4f4","alcohol-shop"
"2163",NA,"RITE AID  #4161","2163","Yes","665 ROOSEVELT TRAIL","NAPLES","ME","171-214-8543","RITE AID	#4161","665 ROOSEVELT TRAIL","NAPLES","CUMBERLAND","2163","M-V","09/09/2015","OFF",43.9701835,-70.5936798,"street_address","small","#4f4","alcohol-shop"
"2165",NA,"A-BUDDY'S STORE","2165","Yes","260 SABBATH DAY ROAD","NEW GLOUCESTER","ME","207-926-3999","A-BUDDY'S STORE","260 SABBATH DAY ROAD","NEW GLOUCESTER","CUMBERLAND","2165","V-M","04/28/2015","OFF",43.9601307,-70.3493197,"street_address","small","#4f4","alcohol-shop"
"2175",NA,"RITE AID  #4150","2175","Yes","464 MAIN STREET","SPRINGVALE","ME","717-214-8543","RITE AID	#4150","464 MAIN STREET","SPRINGVALE","YORK","2175","M-V","09/07/2015","OFF",43.4662601,-70.7964385,"street_address","small","#4f4","alcohol-shop"
"2178",NA,"CORNER GENERAL STORE, LLC, THE","2178","Yes","115 MIDDLE STREET","PORTLAND","ME","253-5280","CORNER GENERAL STORE, LLC, THE","115 MIDDLE STREET","PORTLAND","CUMBERLAND","2178","V-M","11/25/2014","OFF",43.6588844,-70.2525291,"street_address","small","#4f4","alcohol-shop"
"2187",NA,"HARTS PIZZA","2187","Yes","7 DEPOT STREET","BUCKFIELD","ME","336-2555","HARTS PIZZA","7 DEPOT STREET","BUCKFIELD","OXFORD","2187","M","10/18/2015","OFF",44.2895987,-70.3659542,"street_address","small","#4f4","alcohol-shop"
"2188",NA,"CIRCLE K #7102","2188","Yes","39 BATH ROAD","BRUNSWICK","ME","812-379-9227","CIRCLE K #7102","39 BATH ROAD","BRUNSWICK","CUMBERLAND","2188","V-M","04/10/2015","OFF",43.9091955,-69.9492879,"street_address","small","#4f4","alcohol-shop"
"2189",NA,"RITE AID #4121","2189","Yes","156 MAIN STREET","BRUNSWICK","ME","717-214-8543","RITE AID #4121","156 MAIN STREET","BRUNSWICK","CUMBERLAND","2189","V-M","09/08/2015","OFF",43.9475691,-69.9715796,"street_address","small","#4f4","alcohol-shop"
"2190",NA,"SOUTH SHORE MARKETPLACE","2190","Yes","450 NORTHEAST ROAD","STANDISH","ME","207-648-7153","SOUTH SHORE MARKETPLACE","450 NORTHEAST ROAD","STANDISH","CUMBERLAND","2190","V-M","07/15/2015","OFF",43.7631477,-70.524511,"street_address","small","#4f4","alcohol-shop"
"2194",NA,"SLEEPERS SUPERMARKET LIMINGTON","2194","Yes","183 OSSIPEE TRAIL","LIMINGTON","ME","207-637-2701","SLEEPERS SUPERMARKET LIMINGTON","183 OSSIPEE TRAIL","LIMINGTON","YORK","2194","V-M","08/30/2015","OFF",43.7451276,-70.6767776,"street_address","small","#4f4","alcohol-shop"
"2195",NA,"7-ELEVEN #32542C","2195","Yes","217 SACO AVENUE","OLD ORCHARD BEACH","ME","207-934-7500","7-ELEVEN #32542C","217 SACO AVENUE","OLD ORCHARD BEACH","YORK","2195","M-V","07/05/2015","OFF",43.5077804,-70.4080233,"street_address","small","#4f4","alcohol-shop"
"2196",NA,"MERRILL'S COUNTRY STORE","2196","Yes","907 SOKOKIS TRAIL","NORTH WATERBORO","ME","247-5356","MERRILL'S COUNTRY STORE","907 SOKOKIS TRAIL","NORTH WATERBORO","YORK","2196","V-M","12/31/2014","OFF",43.689092,-70.7963166,"route","small","#4f4","alcohol-shop"
"22",NA,"BUXTON MINI MART","22","Yes","10 TURKEY LANE","BUXTON","ME","929-8877","BUXTON MINI MART","10 TURKEY LANE","BUXTON","YORK","22","M-V","07/12/2015","OFF",43.6634001,-70.5204748,"street_address","small","#4f4","alcohol-shop"
"220",NA,"BIG APPLE FOOD STORE #1105, THE","220","Yes","293 ROOSEVELT TRAIL","NAPLES","ME","743-9212","BIG APPLE FOOD STORE #1105, THE","293 ROOSEVELT TRAIL","NAPLES","CUMBERLAND","220","V-M","11/30/2015","OFF",43.9649091,-70.5764099,"street_address","small","#4f4","alcohol-shop"
"2200",NA,"POTVIN'S MARKET","2200","Yes","211 SACO AVENUE","OLD ORCHARD BEACH","ME","934-2071","POTVIN'S MARKET","211 SACO AVENUE","OLD ORCHARD BEACH","YORK","2200","V-M","12/31/2014","OFF",43.508465,-70.406248,"street_address","small","#4f4","alcohol-shop"
"2207",NA,"LIL' MART - ROUTE 25","2207","Yes","435 OSSIPEE TRAIL","GORHAM","ME","207-839-8766","LIL' MART - ROUTE 25","435 OSSIPEE TRAIL","GORHAM","CUMBERLAND","2207","M-V","11/01/2015","OFF",43.7188299,-70.523557,"street_address","small","#4f4","alcohol-shop"
"221",NA,"ALLARD'S MARKET & DELI","221","Yes","68 ELM STREET","NORTH BERWICK","ME","207-676-3373","ALLARD'S MARKET & DELI","68 ELM STREET","NORTH BERWICK","YORK","221","V-M","07/16/2015","OFF",43.3015815,-70.7416422,"street_address","small","#4f4","alcohol-shop"
"2210",NA,"RITE AID  #4126","2210","Yes","7 PORTLAND STREET","RUMFORD","ME","717-214-8543","RITE AID	#4126","7 PORTLAND STREET","RUMFORD","OXFORD","2210","V-M","09/11/2015","OFF",44.5478569,-70.5461706,"street_address","small","#4f4","alcohol-shop"
"2211",NA,"RITE AID  #4117","2211","Yes","259 MAIN STREET","SOUTH PARIS","ME","717-214-8543","RITE AID	#4117","259 MAIN STREET","SOUTH PARIS","OXFORD","2211","M-V","09/09/2015","OFF",44.213353,-70.5275858,"street_address","small","#4f4","alcohol-shop"
"2213",NA,"CUMBERLAND FARMS #5604","2213","Yes","801 WASHINGTON AVENUE","PORTLAND","ME","207-780-8032","CUMBERLAND FARMS #5604","801 WASHINGTON AVENUE","PORTLAND","CUMBERLAND","2213","M-V","09/30/2015","OFF",43.686412,-70.268287,"street_address","small","#4f4","alcohol-shop"
"222",NA,"WARMING'S MARKET","222","Yes","294 MAINE STREET","BRUNSWICK","ME","729-3012","WARMING'S MARKET","294 MAINE STREET","BRUNSWICK","CUMBERLAND","222","V-M","02/25/2015","OFF",43.9022925,-69.9669376,"street_address","small","#4f4","alcohol-shop"
"2221",NA,"SHAW'S  #7608/495","2221","Yes","200 LOWER MAIN STREET","FREEPORT","ME","207-865-0094","SHAW'S  #7608/495","200 LOWER MAIN STREET","FREEPORT","CUMBERLAND","2221","M-V","04/07/2015","OFF",43.845144,-70.1182046,"street_address","small","#4f4","alcohol-shop"
"2222",NA,"RITE AID  #4147","2222","Yes","62 WEST GRAY ROAD","GRAY","ME","717-214-8543","RITE AID	#4147","62 WEST GRAY ROAD","GRAY","CUMBERLAND","2222","V-M","09/08/2015","OFF",43.882956,-70.3417631,"street_address","small","#4f4","alcohol-shop"
"2223",NA,"RITE AID #4125","2223","Yes","465 MAIN STREET","WESTBROOK","ME","717-214-8543","RITE AID #4125","465 MAIN STREET","WESTBROOK","CUMBERLAND","2223","M-V","09/08/2015","OFF",43.6818521,-70.3497029,"street_address","small","#4f4","alcohol-shop"
"2225",NA,"BIG APPLE FOOD STORE #1034, THE","2225","Yes","334 COTTAGE STREET","SOUTH PORTLAND","ME","743-9212","BIG APPLE FOOD STORE #1034, THE","334 COTTAGE STREET","SOUTH PORTLAND","CUMBERLAND","2225","M-V","04/23/2015","OFF",43.6353628,-70.2380531,"street_address","small","#4f4","alcohol-shop"
"2228",NA,"SHAW'S # 7543/469","2228","Yes","1364 CONGRESS STREET","PORTLAND","ME","207-774-7661","SHAW'S # 7543/469","1364 CONGRESS STREET","PORTLAND","CUMBERLAND","2228","V-M","04/07/2015","OFF",43.6579142,-70.2969011,"street_address","small","#4f4","alcohol-shop"
"2229",NA,"BEACH HOUSE MARKET & DELI","2229","Yes","27E. GRAND AVENUE","SCARBOROUGH","ME","207-883-4262","BEACH HOUSE MARKET & DELI","27E. GRAND AVENUE","SCARBOROUGH","CUMBERLAND","2229","M-V","06/30/2015","OFF",43.5402849,-70.3472443,"street_address","small","#4f4","alcohol-shop"
"2231",NA,"MAINE YACHT CENTER","2231","Yes","100 KENSINGTON STREET","PORTLAND","ME","842-9000","MAINE YACHT CENTER","100 KENSINGTON STREET","PORTLAND","CUMBERLAND","2231","V-M","05/04/2015","OFF",43.6798157,-70.2530021,"street_address","small","#4f4","alcohol-shop"
"2233",NA,"LUNCH BOX, THE","2233","Yes","135 AGAMENTICUS ROAD","SOUTH BERWICK","ME","207-384-2631","LUNCH BOX, THE","135 AGAMENTICUS ROAD","SOUTH BERWICK","YORK","2233","V-M","10/20/2015","OFF",43.2400198,-70.7873723,"street_address","small","#4f4","alcohol-shop"
"2236",NA,"PINE TREE SEAFOOD & PRODUCE, LLC","2236","Yes","655 US ROUTE 1","SCARBOROUGH","ME","207-730-7121","PINE TREE SEAFOOD & PRODUCE, LLC","655 US ROUTE 1","SCARBOROUGH","CUMBERLAND","2236","V-M","12/12/2015","OFF",43.5678722,-70.3912914,"street_address","small","#4f4","alcohol-shop"
"2239",NA,"CHEBEAGUE ISLAND BOAT YARD","2239","Yes","24 NIBLIC CIRCLE","CHEBEAGUE ISLAND","ME","207-846-4146","CHEBEAGUE ISLAND BOAT YARD","24 NIBLIC CIRCLE","CHEBEAGUE ISLAND","CUMBERLAND","2239","V-M","06/02/2015","OFF",43.729235,-70.111928,"street_address","small","#4f4","alcohol-shop"
"2240",NA,"CIRCLE K #7083","2240","Yes","57 MALLET DRIVE","FREEPORT","ME","207-865-0450","CIRCLE K #7083","57 MALLET DRIVE","FREEPORT","CUMBERLAND","2240","V-M","12/08/2014","OFF",43.862496,-70.106482,"street_address","small","#4f4","alcohol-shop"
"2241",NA,"SANFORD LIL'MART #01016","2241","Yes","1439 MAIN STREET","SANFORD","ME","508-762-3724","SANFORD LIL'MART #01016","1439 MAIN STREET","SANFORD","YORK","2241","M-V","10/19/2015","OFF",43.4113083,-70.7428353,"street_address","small","#4f4","alcohol-shop"
"2246",NA,"C & E WICKED GOOD STORE & RESTAURANT","2246","Yes","360 MAIN STREET","LOVELL","ME","207-925-3090","C & E WICKED GOOD STORE & RESTAURANT","360 MAIN STREET","LOVELL","OXFORD","2246","V-M","11/20/2014","OFF",44.136284,-70.888666,"street_address","small","#4f4","alcohol-shop"
"2248",NA,"LIL' MART - BRIDGTON","2248","Yes","443 PORTLAND ROAD","BRIDGTON","ME","207-647-8464","LIL' MART - BRIDGTON","443 PORTLAND ROAD","BRIDGTON","CUMBERLAND","2248","V-M","11/01/2015","OFF",44.0334083,-70.6971925,"street_address","small","#4f4","alcohol-shop"
"2250",NA,"LIL' MART - LITTLE FALLS","2250","Yes","688 GRAY ROAD","GORHAM","ME","207-892-4153","LIL' MART - LITTLE FALLS","688 GRAY ROAD","GORHAM","CUMBERLAND","2250","M-V","11/01/2015","OFF",43.7282704,-70.4254607,"street_address","small","#4f4","alcohol-shop"
"2251",NA,"LIL MART SCARBOROUGH","2251","Yes","88 COUNTY ROAD","SCARBOROUGH","ME","207-839-7845","LIL MART SCARBOROUGH","88 COUNTY ROAD","SCARBOROUGH","CUMBERLAND","2251","M-V","11/01/2015","OFF",43.641872,-70.398038,"street_address","small","#4f4","alcohol-shop"
"2253",NA,"CUMBERLAND FARMS #5601","2253","Yes","749 ROOSEVELT TRAIL","NORTH WINDHAM","ME","207-892-9100","CUMBERLAND FARMS #5601","749 ROOSEVELT TRAIL","NORTH WINDHAM","CUMBERLAND","2253","V-M","09/30/2015","OFF",43.8331605,-70.4373807,"street_address","small","#4f4","alcohol-shop"
"2256",NA,"ACTON TRADING POST, THE","2256","Yes","57 ROUTE 109","ACTON","ME","636-9907","ACTON TRADING POST, THE","57 ROUTE 109","ACTON","YORK","2256","V-M","07/18/2015","OFF",43.5038455,-70.8584001,"street_address","small","#4f4","alcohol-shop"
"2257",NA,"LIL MART  OXFORD","2257","Yes","1332 MAIN STREET","OXFORD","ME","207-739-6055","LIL MART	OXFORD","1332 MAIN STREET","OXFORD","OXFORD","2257","M-V","11/20/2015","OFF",44.1807414,-70.5157464,"street_address","small","#4f4","alcohol-shop"
"2258",NA,"PORTLAND XTRA MART","2258","Yes","865 BRIGHTON AVENUE","PORTLAND","ME","775-2987","PORTLAND XTRA MART","865 BRIGHTON AVENUE","PORTLAND","CUMBERLAND","2258","V-M","02/08/2015","OFF",43.6730077,-70.3141633,"street_address","small","#4f4","alcohol-shop"
"226",NA,"CONGRESS ST VARIETY","226","Yes","935 CONGRESS STREET","PORTLAND","ME","756-0093","CONGRESS ST VARIETY","935 CONGRESS STREET","PORTLAND","CUMBERLAND","226","V-M","02/11/2015","OFF",43.6536879,-70.278769,"street_address","small","#4f4","alcohol-shop"
"2260",NA,"SHAW'S # 7626/487","2260","Yes","4 SCAMMON ST., SUITE 10","SACO","ME","207-284-9666","SHAW'S # 7626/487","4 SCAMMON ST., SUITE 10","SACO","YORK","2260","V-M","04/07/2015","OFF",43.5019539,-70.4471679,"subpremise","small","#4f4","alcohol-shop"
"2262",NA,"RED ROCKET SACO","2262","Yes","70 ELM STREET","SACO","ME","934-5444","RED ROCKET SACO","70 ELM STREET","SACO","YORK","2262","V-M","01/01/2015","OFF",43.500395,-70.447081,"street_address","small","#4f4","alcohol-shop"
"2263",NA,"LIL' MART - WINDHAM","2263","Yes","201 TANDBERG TRAIL","WINDHAM","ME","207-893-2100","LIL' MART - WINDHAM","201 TANDBERG TRAIL","WINDHAM","CUMBERLAND","2263","V-M","11/01/2015","OFF",43.8381824,-70.4212038,"street_address","small","#4f4","alcohol-shop"
"2268",NA,"BJ'S WHOLESALE CLUB #29","2268","Yes","513-515 WARREN AVENUE","PORTLAND","ME","207-797-8400","BJ'S WHOLESALE CLUB #29","513-515 WARREN AVENUE","PORTLAND","CUMBERLAND","2268","M-V","09/29/2015","OFF",43.6867581,-70.3209586,"street_address","small","#4f4","alcohol-shop"
"2277",NA,"SHAW'S # 7560/494","2277","Yes","1364 MAIN STREET","SANFORD","ME","207-490-5309","SHAW'S # 7560/494","1364 MAIN STREET","SANFORD","YORK","2277","M-V","04/07/2015","OFF",43.4150091,-70.7460524,"street_address","small","#4f4","alcohol-shop"
"2279",NA,"MIKE'S FISH MARKET","2279","Yes","1150 POST ROAD","WELLS","ME","207-646-5998","MIKE'S FISH MARKET","1150 POST ROAD","WELLS","YORK","2279","V-M","06/05/2015","OFF",43.3085017,-70.5852961,"street_address","small","#4f4","alcohol-shop"
"2280",NA,"ZACHS GENERAL STORE","2280","Yes","641 GURNET ROAD","BRUNSWICK","ME","207-725-2821","ZACHS GENERAL STORE","641 GURNET ROAD","BRUNSWICK","CUMBERLAND","2280","V-M","11/11/2014","OFF",43.8628452,-69.9133474,"street_address","small","#4f4","alcohol-shop"
"2284",NA,"JIMBOB'S PLACE","2284","Yes","43 EAST  MAIN STREET","DENMARK","ME","207-452-2100","JIMBOB'S PLACE","43 EAST  MAIN STREET","DENMARK","OXFORD","2284","V-M","05/27/2015","OFF",43.970905,-70.799321,"street_address","small","#4f4","alcohol-shop"
"2289",NA,"SHAW'S # 7544/471","2289","Yes","180 WATERMAN DRIVE","SOUTH PORTLAND","ME","207-799-8149","SHAW'S # 7544/471","180 WATERMAN DRIVE","SOUTH PORTLAND","CUMBERLAND","2289","V-M","04/07/2015","OFF",43.6377038,-70.2550436,"street_address","small","#4f4","alcohol-shop"
"229",NA,"CLARK STREET DELI & MARKET","229","Yes","81 CLARK STREET","PORTLAND","ME","207-774-1996","CLARK STREET DELI & MARKET","81 CLARK STREET","PORTLAND","CUMBERLAND","229","V-M","12/19/2014","OFF",43.6485102,-70.2648533,"street_address","small","#4f4","alcohol-shop"
"2296",NA,"MILLS MARKET","2296","Yes","25 MAIN STREET","ANDOVER","ME","207-392-3062","MILLS MARKET","25 MAIN STREET","ANDOVER","OXFORD","2296","V-M","06/16/2015","OFF",44.6359197,-70.7511012,"street_address","small","#4f4","alcohol-shop"
"2298",NA,"RED ROCKET","2298","Yes","1569 FOREST AVENUE","PORTLAND","ME","409-8444","RED ROCKET","1569 FOREST AVENUE","PORTLAND","CUMBERLAND","2298","V-M","01/01/2015","OFF",43.6966729,-70.305727,"street_address","small","#4f4","alcohol-shop"
"2304",NA,"HANNAFORD #8226","2304","Yes","24 PORTLAND ROAD","BUXTON","ME","929-3100","HANNAFORD #8226","24 PORTLAND ROAD","BUXTON","YORK","2304","V-M","12/02/2015","OFF",43.6157018,-70.5237202,"street_address","small","#4f4","alcohol-shop"
